id,shipgirl,skin,tag,category,shipyard_url
307121,카츠라기,밝은 야밤의 축제,배경,카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307121.webp
307122,카츠라기,얕은 물에서 만끽하는 여유,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307122.webp
307130,꼬마 다이호,꼬마 다이호,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307130.webp
307140,꼬마 시나노,꼬마 시나노,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307140.webp
307150,아마기(항공모함),아마기(항공모함),X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307150.webp
307151,아마기(항공모함),옥좌 위에 핀 꽃,"L2D, 배경",파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307151.webp
307152,아마기(항공모함),푸른 물결의 인어,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307152.webp
307158,아마기(항공모함),물빛 달의 화촉,배경,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307158.webp
307160,하쿠호,하쿠호,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307160.webp
307161,하쿠호,흐드러지게 피어나는 닌자의 여흥,"L2D+, 배경",닌자의 성,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307161.webp
307170,운류,운류,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307170.webp
307171,운류,야음영의,"입막음, 중파 일러, 배경",특수 훈련,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307171.webp
307172,운류,야음영의 (입막음),"입막음, 중파 일러, 배경",특수 훈련,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/307172.webp
308010,이19,이19,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308010.webp
308011,이19,여행길의 산들바람,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308011.webp
308012,이19,베개 천국,배경,홈웨어,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308012.webp
308013,이19,Blossoming Bunny,배경,카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308013.webp
308020,이26,이26,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308020.webp
308021,이26,토끼와 심해어,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308021.webp
308022,이26,불꽃놀이 전,배경,여름 축제,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308022.webp
308030,이58,이58,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308030.webp
308040,이25,이25,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308040.webp
308041,이25,토끼와 산호초,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308041.webp
308042,이25,식혜의 신춘 축하,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308042.webp
308050,이56,이56,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308050.webp
308051,이56,외톨이 해바라기,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308051.webp
308060,이168,이168,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308060.webp
308061,이168,축제의 날!,배경,여름 축제,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/308061.webp
312010,아카시,아카시,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/312010.webp
312011,아카시,먹고 살기 힘들다냥,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/312011.webp
312012,아카시,검은 고양이의 습격!,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/312012.webp
312013,아카시,아카시 특별 판매중이다냥!,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/312013.webp
312014,아카시,어서와냥 Sofmap!,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/312014.webp
312018,아카시,하얀 고양이의 보은,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/312018.webp
317010,이13,이13,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/317010.webp
317011,이13,방과 후의 관찰 숙제,배경,사복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/317011.webp
317020,이404,이404,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/317020.webp
317021,이404,화려한 붉은 실의 춤사위,"입막음, 중파 일러, 배경",닌자의 성,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/317021.webp
317022,이404,화려한 붉은 실의 춤사위 (입막음),"입막음, 중파 일러, 배경",닌자의 성,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/317022.webp
319010,카시노,카시노,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/319010.webp
319011,카시노,온천 플레저 타임,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/319011.webp
319012,카시노,어질어질 메이드,"L2D, 배경",메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/319012.webp
319013,카시노,꽃피는 러블리 스트링스,"L2D, 배경",파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/319013.webp
319014,카시노,프레시 & 스위트!,"쁘띠모션, 특수배경 (움짤)",동화 속 세계,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/319014.webp
331050,아야나미,신년의 소망,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/331050.webp
331051,아야나미,어두침침 예복,"L2D, 특수배경 (움짤)",파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/331051.webp
331052,아야나미,미속 전투 태세,배경,홈웨어,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/331052.webp
331053,아야나미,창묵의 호위무사,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/331053.webp
331054,아야나미,콜라에 노력을 담아,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/331054.webp
331055,아야나미,다이나믹 킥！,배경,이세계 모험,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/331055.webp
331056,아야나미,감청색 예복,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/331056.webp
332210,노시로,달빛 아래의 온천,쁘띠모션,온천 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/332210.webp
399010,이부키,이부키,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399010.webp
399011,이부키,영원한 꿈을 꾸는 청녀,"L2D, 배경",정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399011.webp
399012,이부키,바람에 날리는 꽃,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399012.webp
399013,이부키,새해의 마음가짐,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399013.webp
399014,이부키,평안과 무위,배경,홈웨어,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399014.webp
399015,이부키,여름의 사랑 자취,"쁘띠모션, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399015.webp
399020,이즈모,이즈모,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399020.webp
399021,이즈모,구름을 벗어난 천 그루 벚꽃처럼,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399021.webp
399022,이즈모,두근거리는 꼬리 칵테일,"쁘띠모션, 배경",이세계 모험,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399022.webp
399030,키타카제,키타카제,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399030.webp
399031,키타카제,축제 제패!,배경,여름 축제,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399031.webp
399033,키타카제,비둘기와 요술의 밤,특수배경 (움짤),댄스,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399033.webp
399040,아즈마,아즈마,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399040.webp
399041,아즈마,봄 안개의 속삭임,"L2D, 특수배경 (움짤)",이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399041.webp
399042,아즈마,신랑의 진로 상담,"L2D, 배경",오피스 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399042.webp
399048,아즈마,순결한 동경,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399048.webp
399050,하쿠류,하쿠류,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399050.webp
399051,하쿠류,쾌도 메이드?,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399051.webp
399052,하쿠류,비단 옷과 선율,"L2D, 배경",파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399052.webp
399053,하쿠류,용조백련,배경,여름 축제,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399053.webp
399054,하쿠류,얇은 천과 좁은 방,배경,홈웨어,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399054.webp
399060,시만토,시만토,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399060.webp
399061,시만토,따끈따끈 용신님,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399061.webp
399062,시만토,"느긋한 용신님 (L2D, 듀얼)","L2D, 듀얼",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399062.webp
399063,시만토,"느긋한 용신님 (쁘띠모션, 배경, 듀얼)","쁘띠모션, 배경, 듀얼",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399063.webp
399070,다이센,다이센,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399070.webp
399071,다이센,기도하는 토끼 무녀,"쁘띠모션, 배경",카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399071.webp
399080,타카하시,타카하시,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/399080.webp
401010,Z1,Z1,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401010.webp
401011,Z1,반역의 우등생,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401011.webp
401019,Z1,Z1·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401019.webp
401020,Z2,Z2,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401020.webp
401021,Z2,이색적인 일상의 풍경,X,사복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401021.webp
401022,Z2,야경과 잉어,배경,여름 축제,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401022.webp
401090,Z9,Z9,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401090.webp
401091,Z9,기쁜 눈물의 칵테일,배경,카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401091.webp
401110,Z11,Z11,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401110.webp
401111,Z11,"돈 마련, 봉사, 솔직한 모습",배경,카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401111.webp
401130,Z13,Z13,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401130.webp
401131,Z13,전략적 데이트 솔루션,"L2D, 배경",오피스 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401131.webp
401140,Z14,Z14,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401140.webp
401141,Z14,여름날의 미아,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401141.webp
401150,Z15,Z15,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401150.webp
401151,Z15,벌룬 댄스,"중파 일러, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401151.webp
401160,Z16,Z16,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401160.webp
401161,Z16,필승 홈런!,배경,스포츠,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401161.webp
401180,Z18,Z18,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401180.webp
401190,Z19,Z19,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401190.webp
401200,Z20,Z20,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401200.webp
401210,Z21,Z21,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401210.webp
401230,Z23,Z23,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401230.webp
401231,Z23,철학 강사,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401231.webp
401232,Z23,비공식 비치 발리볼,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401232.webp
401233,Z23,참된 미소,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401233.webp
401234,Z23,연회의 우등생,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401234.webp
401235,Z23,신설 기지・찻집 체험,X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401235.webp
401236,Z23,성실한 아이돌・매니저 담당？,특수배경 (움짤),Live,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401236.webp
401237,Z23,"책장 옆의 ""풍경""?",X,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401237.webp
401238,Z23,흑요석의 혼례복,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401238.webp
401239,Z23,Z23·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401239.webp
401240,Z24,Z24,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401240.webp
401241,Z24,「마왕」의 축제,특수배경 (움짤),정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401241.webp
401242,Z24,코트 위의 테우펠,배경,스포츠,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401242.webp
401243,Z24,어두운 밤에 떠오르는 붉은 무도,배경,할로윈,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401243.webp
401250,Z25,Z25,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401250.webp
401251,Z25,한여름의 바닷바람,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401251.webp
401260,Z26,Z26,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401260.webp
401261,Z26,우정 쉐어 타임,배경,홈웨어,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401261.webp
401280,Z28,Z28,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401280.webp
401281,Z28,뒤죽박죽 뉴이어!,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401281.webp
401282,Z28,숲속의 파티,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401282.webp
401350,Z35,Z35,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401350.webp
401351,Z35,projekt Kirschblüte,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401351.webp
401352,Z35,가게의 리벤델 엥겔,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401352.webp
401353,Z35,사랑이 펼쳐지는 하늘,특수배경 (움짤),동화 속 세계,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401353.webp
401360,Z36,Z36,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401360.webp
401430,Z43,Z43,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401430.webp
401431,Z43,둘만의 비밀기지,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401431.webp
401460,Z46,Z46,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401460.webp
401461,Z46,퍼스트 서머,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401461.webp
401462,Z46,스카벤지 헌트리스,"L2D, 배경",스포츠,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401462.webp
401463,Z46,미지의 반짝이 무대,"L2D, 특수배경 (움짤)",Live,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401463.webp
401464,Z46,자른 그림의 판타지아,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401464.webp
401465,Z46,끝없는 먼지 싸움,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401465.webp
401466,Z46,바드 하멜른,배경,이세계 모험,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401466.webp
401470,Z47,Z47,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401470.webp
401471,Z47,어린이 필터,X,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401471.webp
401472,Z47,타자★홈런,X,스포츠,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401472.webp
401520,Z52,Z52,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401520.webp
401521,Z52,달리는 바니걸!,"쁘띠모션, 배경",카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401521.webp
401522,Z52,Sprintender Sommer！,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401522.webp
401990,오토 폰 알벤슬레벤,오토 폰 알벤슬레벤,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401990.webp
401991,오토 폰 알벤슬레벤,함선과 함정,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401991.webp
401992,오토 폰 알벤슬레벤,덜렁이 메이드의 대위기!?,"쁘띠모션, 배경",메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/401992.webp
402010,쾨니히스베르크,쾨니히스베르크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402010.webp
402020,카를스루에,카를스루에,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402020.webp
402029,카를스루에,카를스루에·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402029.webp
402030,쾰른,쾰른,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402030.webp
402039,쾰른,쾰른·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402039.webp
402040,라이프치히,라이프치히,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402040.webp
402041,라이프치히,스토어 프런트·연습 중,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402041.webp
402049,라이프치히,라이프치히·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402049.webp
402050,뉘른베르크,뉘른베르크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402050.webp
402051,뉘른베르크,정월의 여행,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402051.webp
402060,마그데부르크,마그데부르크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402060.webp
402061,마그데부르크,청소? 고양이 소동!,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402061.webp
402062,마그데부르크,반짝이는 휴일,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402062.webp
402070,엠덴,엠덴,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402070.webp
402071,엠덴,흑백의 파르티타,"L2D, 배경",블러드 문,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402071.webp
402072,엠덴,물에 비친 달의 골짜기,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402072.webp
402073,엠덴,별을 이끄는 이중창,"쁘띠모션, 배경",오피스 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402073.webp
402074,엠덴,물가의 칸초네,"쁘띠모션, ASMR, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402074.webp
402080,엘빙,엘빙,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402080.webp
402081,엘빙,환몽의 프로셀피나,배경,블러드 문,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402081.webp
402082,엘빙,잠 못 이루는 밤의 소원,X,홈웨어,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402082.webp
402083,엘빙,춘등가인,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402083.webp
402100,레겐스부르크,레겐스부르크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402100.webp
402101,레겐스부르크,흑룡과 빛의 해안,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402101.webp
402102,레겐스부르크,암룡의 창고 던전,배경,카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402102.webp
402110,뒤스부르크,뒤스부르크,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402110.webp
402111,뒤스부르크,부끄러움 참기 특훈,"쁘띠모션, 배경",카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/402111.webp
403010,아드미랄 히퍼,아드미랄 히퍼,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403010.webp
403012,아드미랄 히퍼,햇빛 아래의 온천 거리,배경,여름 축제,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403012.webp
403019,아드미랄 히퍼,아드미랄 히퍼·改,X,개조,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403019.webp
403020,블뤼허,블뤼허,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403020.webp
403021,블뤼허,정상에서 폴링 인 러브,특수배경 (움짤),스포츠,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403021.webp
403022,블뤼허,날아오르는 버닝 하트,배경,이세계 모험,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403022.webp
403023,블뤼허,방과 후의 기다림☆,배경,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403023.webp
403030,프린츠 오이겐,프린츠 오이겐,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403030.webp
403031,프린츠 오이겐,변치 않는 미소,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403031.webp
403032,프린츠 오이겐,백화요란,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403032.webp
403033,프린츠 오이겐,Wein Kornblume,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403033.webp
403034,프린츠 오이겐,Final Lap,"L2D, 특수배경 (움짤)",극속광열,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403034.webp
403035,프린츠 오이겐,이 밤에 취해라,"L2D, 배경",메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403035.webp
403036,프린츠 오이겐,브릴리언트 터치다운,"배경, 쁘띠모션",스포츠,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403036.webp
403037,프린츠 오이겐,취기와 밀당 사이,"L2D+, 배경",카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403037.webp
403038,프린츠 오이겐,운명의 교향곡,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403038.webp
403040,도이칠란트,도이칠란트,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403040.webp
403041,도이칠란트,칠흑의 마희,X,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403041.webp
403042,도이칠란트,서비스 타임?,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403042.webp
403043,도이칠란트,마희의 나이트 파티,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403043.webp
403044,도이칠란트,등불 아래의 지배자,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403044.webp
403050,아드미랄 그라프 슈피,아드미랄 그라프 슈피,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403050.webp
403051,아드미랄 그라프 슈피,소녀의 일요일,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403051.webp
403052,아드미랄 그라프 슈피,평온한 나날,X,사복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403052.webp
403053,아드미랄 그라프 슈피,비밀 연회,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403053.webp
403054,아드미랄 그라프 슈피,메탈 블러드♥귀여워,"L2D, 특수배경 (움짤)",Live,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403054.webp
403070,아드미랄 히퍼(μ장비),아드미랄 히퍼(μ장비),X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403070.webp
403080,론(μ장비),론(μ장비),X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/403080.webp
