클뜯 id,아이웨어,자세,방향,강조부위,머리색,머리 다중색,눈색,수인특징
301059,없음,서기,정면,없음,은발·백발,단색,금색,없음
301090,안대,서기,정면,없음,흑발,단색,적색,없음
301091,안대,서기,정면,없음,흑발,단색,적색,없음
301092,없음,앉기·무릎꿇기,정면,없음,흑발,단색,적색,없음
301093,없음,기타,정면,없음,흑발,단색,금색,없음
301094,없음,앉기·무릎꿇기,정면,없음,흑발,단색,적색,없음
301100,없음,서기,정면,없음,은발·백발,단색,적색,없음
301101,없음,앉기·무릎꿇기,정면,다리·발,은발·백발,단색,적색,"뿔, 꼬리"
301110,없음,서기,정면,없음,분홍,단색,적색,없음
301111,없음,앉기·무릎꿇기,정면,없음,분홍,단색,갈색,없음
301112,없음,기타,정면,없음,분홍,단색,적색,동물귀
301113,없음,앉기·무릎꿇기,정면,없음,분홍,단색,적색,날개
301114,없음,앉기·무릎꿇기,정면,없음,분홍,단색,금색,뿔
301120,없음,서기,후면,엉덩이,청발,단색,청색,없음
301121,없음,앉기·무릎꿇기,정면,없음,청발,단색,청색,뿔
301122,없음,서기,정면,없음,청발,단색,청색,없음
301123,없음,앉기·무릎꿇기,정면,없음,청발,단색,청색,날개
301124,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,뿔
301130,없음,서기,정면,없음,갈색,그라데이션,녹색,"동물귀, 꼬리"
301131,없음,서기,정면,없음,갈색,그라데이션,녹색,"동물귀, 꼬리"
301132,없음,앉기·무릎꿇기,정면,없음,분홍,단색,녹색,동물귀
301139,없음,서기,정면,없음,갈색,단색,녹색,동물귀
301140,없음,기타,정면,없음,은발·백발,단색,적색,"동물귀, 꼬리"
301141,없음,서기,정면,없음,은발·백발,단색,적색,동물귀
301143,없음,서기,후면,없음,은발·백발,단색,적색,동물귀
301144,없음,기타,정면,없음,은발·백발,단색,적색,"동물귀, 꼬리"
301148,없음,서기,정면,없음,은발·백발,단색,적색,"동물귀, 꼬리"
301149,없음,서기,정면,없음,은발·백발,단색,적색,"동물귀, 꼬리"
301150,없음,서기,정면,없음,흑발,그라데이션,적색,"동물귀, 꼬리"
301151,없음,앉기·무릎꿇기,후면,엉덩이,흑발,단색,적색,"동물귀, 꼬리"
301152,없음,서기,후면,없음,흑발,단색,적색,동물귀
301153,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,적색,동물귀
301159,없음,기타,정면,없음,흑발,단색,적색,동물귀
301160,없음,서기,정면,없음,은발·백발,단색,적색,동물귀
301161,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,"동물귀, 꼬리"
301162,없음,서기,정면,없음,은발·백발,단색,적색,동물귀
301168,없음,서기,정면,없음,은발·백발,단색,적색,"동물귀, 꼬리"
301170,없음,서기,정면,없음,갈색,단색,보라,없음
301171,안대,서기,정면,없음,갈색,단색,보라,없음
301179,없음,서기,정면,없음,갈색,단색,보라,없음
301180,없음,앉기·무릎꿇기,정면,없음,흑발,단색,적색,없음
301181,없음,앉기·무릎꿇기,후면,없음,흑발,단색,적색,없음
301189,없음,앉기·무릎꿇기,정면,없음,흑발,단색,적색,없음
301200,없음,서기,정면,없음,흑발,단색,금색,없음
301210,없음,서기,정면,없음,흑발,그라데이션,보라,"동물귀, 꼬리"
301211,없음,앉기·무릎꿇기,정면,없음,흑발,그라데이션,청색,동물귀
301212,없음,서기,정면,없음,흑발,단색,청색,"동물귀, 꼬리"
301213,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,청색,"동물귀, 꼬리"
301219,없음,서기,정면,없음,흑발,단색,청색,동물귀
301230,없음,기타,정면,없음,흑발,그라데이션,갈색,"동물귀, 꼬리"
301231,없음,기타,정면,없음,흑발,단색,갈색,"동물귀, 꼬리"
301232,없음,앉기·무릎꿇기,정면,없음,갈색,단색,갈색,"동물귀, 꼬리"
301240,없음,앉기·무릎꿇기,정면,없음,분홍,단색,적색,"동물귀, 꼬리"
301242,없음,앉기·무릎꿇기,정면,없음,분홍,단색,적색,"동물귀, 꼬리"
301249,없음,앉기·무릎꿇기,정면,엉덩이,분홍,단색,적색,"동물귀, 꼬리"
301250,없음,서기,정면,없음,금발,단색,보라,"동물귀, 꼬리"
301251,없음,서기,정면,없음,금발,단색,보라,없음
301259,없음,앉기·무릎꿇기,정면,다리·발,금발,단색,보라,"동물귀, 꼬리"
301260,없음,서기,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
301261,없음,서기,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
301262,없음,서기,후면,엉덩이,흑발,브릿지,금색,"동물귀, 꼬리"
301263,없음,서기,정면,없음,흑발,단색,금색,동물귀
301264,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
301265,없음,앉기·무릎꿇기,정면,없음,흑발,단색,갈색,동물귀
301269,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,동물귀
301270,없음,서기,정면,없음,흑발,단색,적색,없음
301280,없음,서기,정면,없음,갈색,단색,녹색,없음
301290,없음,서기,정면,없음,은발·백발,단색,금색,없음
301291,없음,앉기·무릎꿇기,정면,다리·발,은발·백발,단색,금색,동물귀
301292,없음,서기,정면,없음,은발·백발,단색,금색,동물귀
301293,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,금색,동물귀
301294,없음,기타,후면,다리·발,은발·백발,단색,금색,"동물귀, 꼬리"
301295,없음,엎드리기,정면,엉덩이,은발·백발,단색,금색,동물귀
301300,없음,서기,정면,없음,은발·백발,브릿지,적색,"동물귀, 꼬리"
301309,없음,서기,정면,없음,은발·백발,브릿지,금색,"동물귀, 꼬리"
301310,없음,서기,정면,없음,흑발,브릿지,금색,"동물귀, 꼬리"
301319,없음,서기,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
301320,없음,서기,정면,없음,갈색,단색,녹색,"동물귀, 꼬리"
301321,없음,앉기·무릎꿇기,정면,없음,갈색,단색,녹색,동물귀
301322,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,녹색,동물귀
301323,없음,앉기·무릎꿇기,정면,없음,흑발,단색,녹색,"동물귀, 꼬리"
301324,없음,서기,후면,없음,흑발,단색,녹색,"동물귀, 꼬리"
301329,없음,기타,정면,없음,갈색,단색,녹색,"동물귀, 꼬리"
301330,없음,서기,정면,없음,분홍,단색,보라,동물귀
301331,없음,서기,정면,없음,은발·백발,그라데이션,보라,"동물귀, 꼬리"
301339,없음,서기,정면,없음,은발·백발,그라데이션,보라,동물귀
301350,없음,기타,정면,없음,분홍,단색,분홍,없음
301351,없음,앉기·무릎꿇기,정면,없음,분홍,단색,분홍,없음
301370,없음,기타,정면,없음,청발,단색,금색,동물귀
301380,없음,기타,후면,없음,갈색,단색,보라,"동물귀, 꼬리"
301381,없음,서기,정면,없음,갈색,단색,보라,꼬리
301390,없음,서기,정면,없음,갈색,단색,보라,"동물귀, 꼬리"
301391,없음,서기,정면,없음,갈색,그라데이션,보라,"동물귀, 꼬리"
301410,없음,앉기·무릎꿇기,정면,없음,청발,단색,청색,"동물귀, 꼬리"
301411,없음,서기,정면,없음,은발·백발,단색,청색,"동물귀, 꼬리"
301470,없음,서기,정면,없음,은발·백발,단색,은색·회색,없음
301471,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,동물귀
301472,없음,서기,정면,없음,은발·백발,단색,청색,없음
301480,없음,서기,후면,없음,갈색,그라데이션,보라,동물귀
301481,없음,앉기·무릎꿇기,정면,없음,갈색,그라데이션,보라,없음
301490,없음,서기,정면,없음,은발·백발,단색,청색,동물귀
301491,없음,서기,정면,없음,은발·백발,단색,청색,"동물귀, 꼬리"
301492,없음,서기,정면,다리·발,은발·백발,단색,청색,"동물귀, 꼬리"
301498,없음,서기,정면,없음,은발·백발,단색,청색,"동물귀, 꼬리"
301540,없음,기타,정면,없음,갈색,단색,청색,없음
301541,없음,서기,정면,없음,갈색,단색,청색,없음
301560,없음,앉기·무릎꿇기,정면,없음,금발,단색,청색,"동물귀, 꼬리"
301570,없음,서기,정면,없음,흑발,단색,금색,없음
301571,없음,서기,정면,없음,흑발,단색,금색,없음
301572,없음,앉기·무릎꿇기,정면,없음,갈색,단색,금색,없음
301580,없음,서기,정면,없음,흑발,단색,청색,없음
301581,없음,앉기·무릎꿇기,정면,없음,흑발,브릿지,청색,없음
301582,없음,서기,후면,없음,흑발,브릿지,청색,없음
301590,없음,서기,정면,없음,보라,단색,보라,"동물귀, 꼬리"
301591,없음,서기,정면,없음,보라,단색,보라,"동물귀, 꼬리"
301592,없음,서기,정면,없음,보라,단색,보라,"동물귀, 꼬리"
301600,없음,기타,정면,없음,녹발,단색,녹색,"동물귀, 꼬리"
301601,없음,서기,정면,없음,녹발,단색,녹색,"동물귀, 꼬리"
301602,없음,서기,정면,없음,녹발,단색,녹색,동물귀
301610,없음,앉기·무릎꿇기,정면,없음,분홍,단색,적색,없음
301611,안경,앉기·무릎꿇기,정면,없음,분홍,단색,적색,없음
301612,없음,서기,정면,없음,분홍,단색,적색,뿔
301619,없음,거꾸로,정면,없음,분홍,단색,적색,없음
301620,없음,서기,정면,없음,금발,단색,청색,없음
301621,없음,서기,정면,없음,금발,단색,청색,없음
301622,없음,서기,정면,없음,금발,단색,청색,"동물귀, 꼬리"
301629,없음,서기,정면,없음,금발,단색,청색,뿔
301630,없음,서기,정면,없음,청발,단색,은색·회색,"동물귀, 꼬리"
301631,없음,서기,후면,없음,은발·백발,단색,청색,"동물귀, 꼬리"
301632,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,"동물귀, 꼬리"
301633,없음,서기,정면,없음,은발·백발,그라데이션,청색,동물귀
301640,없음,서기,정면,없음,흑발,단색,적색,"동물귀, 꼬리"
301641,없음,앉기·무릎꿇기,정면,없음,흑발,단색,적색,"동물귀, 뿔"
301642,없음,서기,정면,없음,흑발,단색,갈색,"동물귀, 꼬리"
301643,없음,앉기·무릎꿇기,정면,없음,흑발,단색,적색,없음
301644,없음,앉기·무릎꿇기,정면,없음,흑발,단색,적색,동물귀
301650,없음,서기,정면,없음,금발,단색,갈색,"동물귀, 꼬리"
301651,없음,서기,정면,없음,금발,단색,금색,"동물귀, 꼬리"
301660,없음,눕기,정면,없음,흑발,기타,보라,"동물귀, 꼬리"
301661,없음,앉기·무릎꿇기,후면,없음,흑발,단색,보라,동물귀
301720,없음,거꾸로,정면,없음,은발·백발,단색,보라,"동물귀, 꼬리"
301721,고글,기타,정면,없음,은발·백발,단색,보라,"동물귀, 꼬리"
301790,안경,기타,정면,다리·발,흑발,단색,금색,"동물귀, 꼬리"
301800,없음,서기,정면,없음,금발,단색,녹색,"동물귀, 꼬리"
301801,없음,서기,정면,없음,금발,단색,녹색,없음
301810,없음,서기,정면,없음,은발·백발,그라데이션,청색,"동물귀, 꼬리"
301811,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,청색,동물귀
301812,없음,서기,정면,없음,은발·백발,단색,청색,"동물귀, 꼬리"
301819,없음,서기,정면,없음,은발·백발,단색,청색,"동물귀, 꼬리"
301820,없음,서기,정면,없음,분홍,단색,녹색,"동물귀, 꼬리"
301821,없음,눕기,정면,없음,분홍,그라데이션,녹색,"동물귀, 꼬리"
301822,없음,서기,정면,없음,분홍,단색,녹색,"동물귀, 꼬리"
301830,없음,서기,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
301831,없음,앉기·무릎꿇기,후면,엉덩이,흑발,단색,금색,꼬리
301832,없음,눕기,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
301833,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,꼬리
301834,없음,앉기·무릎꿇기,정면,없음,흑발,브릿지,금색,"동물귀, 꼬리"
301838,없음,앉기·무릎꿇기,정면,없음,흑발,단색,은색·회색,"동물귀, 꼬리"
301840,없음,서기,정면,없음,은발·백발,단색,금색,동물귀
301841,고글,서기,정면,없음,회색,단색,금색,없음
301842,없음,서기,정면,다리·발,은발·백발,단색,금색,없음
301850,없음,서기,정면,없음,흑발,브릿지,적색,없음
301851,없음,서기,정면,없음,흑발,브릿지,적색,없음
301852,없음,기타,정면,없음,흑발,브릿지,적색,"동물귀, 꼬리"
301860,없음,서기,정면,없음,은발·백발,단색,갈색,없음
301861,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,갈색,동물귀
301862,없음,서기,정면,없음,은발·백발,단색,갈색,없음
301863,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,은색·회색,없음
301880,없음,서기,후면,없음,청발,단색,은색·회색,없음
301881,없음,서기,정면,없음,청발,단색,은색·회색,없음
301882,없음,서기,정면,없음,청발,단색,청색,날개
301890,없음,서기,정면,없음,흑발,단색,적색,없음
301891,없음,앉기·무릎꿇기,정면,없음,흑발,브릿지,적색,뿔
301892,없음,서기,정면,없음,흑발,단색,적색,뿔
301898,없음,서기,정면,없음,흑발,단색,적색,없음
301900,없음,서기,후면,없음,은발·백발,단색,금색,"동물귀, 꼬리"
301901,없음,엎드리기,후면,엉덩이,은발·백발,단색,금색,"동물귀, 꼬리"
301910,없음,서기,정면,없음,청발,단색,청색,"동물귀, 꼬리"
301911,없음,서기,후면,없음,청발,단색,청색,동물귀
301920,없음,기타,정면,없음,갈색,단색,갈색,없음
301921,없음,기타,정면,다리·발,갈색,단색,갈색,"동물귀, 꼬리"
301940,없음,서기,정면,없음,흑발,브릿지,보라,없음
301941,없음,앉기·무릎꿇기,정면,없음,보라,브릿지,보라,없음
302010,없음,기타,정면,엉덩이,흑발,단색,적색,"동물귀, 꼬리"
302019,없음,기타,정면,없음,흑발,단색,적색,"동물귀, 꼬리"
302040,없음,서기,정면,없음,흑발,단색,갈색,없음
302041,없음,앉기·무릎꿇기,정면,없음,보라,단색,갈색,없음
302050,없음,서기,정면,없음,흑발,단색,적색,뿔
302051,없음,앉기·무릎꿇기,후면,없음,흑발,단색,적색,없음
302052,없음,서기,정면,없음,흑발,단색,갈색,동물귀
302053,없음,엎드리기,정면,엉덩이,흑발,단색,적색,"동물귀, 꼬리"
302054,없음,거꾸로,정면,다리·발,흑발,단색,적색,없음
302059,없음,서기,정면,없음,보라,단색,갈색,없음
302060,없음,서기,정면,없음,갈색,단색,적색,"동물귀, 꼬리"
302061,없음,엎드리기,후면,엉덩이,갈색,단색,갈색,뿔
302062,없음,서기,후면,없음,갈색,단색,갈색,없음
302070,없음,앉기·무릎꿇기,정면,없음,갈색,단색,녹색,뿔
302071,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,녹색,"뿔, 날개"
302080,없음,서기,정면,없음,은발·백발,단색,금색,없음
302081,없음,기타,정면,없음,은발·백발,단색,금색,없음
302082,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,금색,"동물귀, 꼬리"
302089,없음,서기,정면,없음,은발·백발,단색,금색,없음
302090,없음,서기,정면,없음,보라,단색,적색,동물귀
302099,없음,기타,정면,없음,흑발,단색,적색,동물귀
302100,없음,앉기·무릎꿇기,정면,없음,갈색,단색,적색,없음
302109,없음,기타,정면,없음,갈색,단색,적색,뿔
302110,없음,서기,정면,없음,은발·백발,단색,적색,뿔
302111,없음,서기,정면,없음,은발·백발,단색,적색,없음
302120,없음,기타,정면,없음,금발,단색,금색,"동물귀, 꼬리"
302129,없음,서기,정면,없음,금발,단색,금색,"동물귀, 꼬리"
302130,없음,서기,정면,없음,청발,단색,청색,"동물귀, 꼬리"
302131,없음,서기,후면,엉덩이,청발,단색,청색,"동물귀, 꼬리"
302132,없음,앉기·무릎꿇기,정면,없음,청발,단색,녹색,"동물귀, 꼬리"
302139,없음,서기,정면,없음,청발,단색,청색,"동물귀, 꼬리"
302140,없음,앉기·무릎꿇기,정면,다리·발,적발,단색,금색,"동물귀, 꼬리"
302141,없음,앉기·무릎꿇기,정면,없음,적발,단색,금색,"동물귀, 꼬리"
302200,없음,서기,정면,없음,흑발,그라데이션,적색,없음
302201,없음,기타,후면,없음,흑발,그라데이션,적색,없음
302202,없음,앉기·무릎꿇기,정면,없음,흑발,그라데이션,적색,없음
302203,없음,서기,후면,없음,흑발,단색,적색,없음
302210,없음,서기,정면,없음,흑발,단색,보라,뿔
302211,없음,서기,정면,없음,흑발,단색,보라,동물귀
302212,없음,앉기·무릎꿇기,정면,없음,흑발,단색,보라,없음
302213,없음,거꾸로,정면,없음,흑발,단색,보라,없음
302214,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,보라,뿔
302215,없음,서기,정면,없음,흑발,단색,보라,없음
302216,고글,앉기·무릎꿇기,정면,없음,흑발,단색,보라,없음
302217,선글라스,앉기·무릎꿇기,정면,다리·발,흑발,단색,갈색,없음
302218,없음,서기,정면,없음,흑발,단색,보라,없음
302230,없음,서기,정면,없음,흑발,단색,적색,"뿔, 후광"
302231,없음,서기,정면,없음,흑발,단색,적색,뿔
302232,없음,앉기·무릎꿇기,정면,없음,흑발,단색,갈색,없음
302233,없음,서기,정면,없음,흑발,단색,적색,동물귀
302240,없음,서기,후면,없음,흑발,단색,보라,없음
302250,없음,서기,정면,없음,은발·백발,단색,보라,뿔
302251,없음,앉기·무릎꿇기,정면,다리·발,은발·백발,단색,보라,동물귀
302260,없음,서기,후면,없음,흑발,단색,적색,없음
302261,없음,앉기·무릎꿇기,정면,없음,갈색,단색,적색,없음
302270,없음,서기,정면,없음,은발·백발,단색,금색,"동물귀, 꼬리"
302271,없음,눕기,정면,없음,금발,단색,금색,"동물귀, 꼬리"
302280,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,보라,꼬리
302281,없음,엎드리기,정면,엉덩이,은발·백발,단색,보라,없음
302290,없음,기타,정면,없음,흑발,단색,금색,"꼬리, 뿔"
302291,없음,앉기·무릎꿇기,정면,가슴,흑발,그라데이션,금색,"동물귀, 꼬리"
303010,없음,서기,정면,없음,갈색,단색,청색,없음
303019,없음,앉기·무릎꿇기,정면,없음,갈색,단색,은색·회색,없음
303020,안경,앉기·무릎꿇기,정면,없음,갈색,단색,청색,없음
303029,안경,앉기·무릎꿇기,정면,없음,갈색,단색,청색,동물귀
303030,없음,앉기·무릎꿇기,정면,다리·발,청발,단색,갈색,"동물귀, 꼬리"
303040,없음,서기,정면,없음,적발,단색,보라,"동물귀, 꼬리"
303060,없음,서기,정면,없음,흑발,단색,금색,없음
303061,없음,앉기·무릎꿇기,정면,없음,흑발,단색,갈색,동물귀
303070,없음,서기,정면,없음,흑발,단색,적색,없음
303080,없음,눕기,정면,없음,분홍,단색,보라,없음
303089,없음,서기,정면,없음,금발,단색,보라,동물귀
303090,없음,엎드리기,정면,없음,흑발,단색,보라,없음
303091,없음,앉기·무릎꿇기,정면,없음,보라,단색,보라,없음
303092,없음,앉기·무릎꿇기,정면,가슴,청발,단색,적색,없음
303100,없음,서기,정면,없음,흑발,단색,적색,없음
303101,안경,앉기·무릎꿇기,정면,다리·발,흑발,단색,적색,없음
303102,없음,눕기,정면,다리·발,흑발,단색,적색,없음
303110,없음,서기,정면,다리·발,흑발,단색,갈색,없음
303112,없음,앉기·무릎꿇기,정면,없음,흑발,단색,갈색,없음
303113,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,없음
303114,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,없음
303115,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,적색,없음
303116,없음,앉기·무릎꿇기,정면,없음,갈색,단색,금색,없음
303117,없음,서기,정면,없음,흑발,단색,갈색,없음
303118,없음,서기,정면,없음,흑발,단색,갈색,없음
303120,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,갈색,동물귀
303121,없음,서기,정면,가슴,흑발,단색,금색,동물귀
303122,없음,서기,정면,없음,흑발,단색,금색,동물귀
303123,없음,앉기·무릎꿇기,후면,다리·발,흑발,단색,금색,동물귀
303124,없음,엎드리기,정면,없음,흑발,단색,갈색,동물귀
303125,없음,거꾸로,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
303128,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,동물귀
303130,없음,서기,정면,없음,은발·백발,단색,금색,동물귀
303131,없음,서기,정면,다리·발,은발·백발,단색,금색,동물귀
303140,없음,서기,정면,없음,흑발,단색,갈색,없음
303141,없음,앉기·무릎꿇기,정면,엉덩이,흑발,단색,금색,없음
303142,없음,서기,정면,다리·발,흑발,단색,금색,"동물귀, 꼬리"
303170,없음,서기,정면,없음,흑발,단색,금색,뿔
303172,없음,엎드리기,정면,엉덩이,흑발,그라데이션,금색,없음
303180,없음,서기,정면,없음,금발,단색,보라,"뿔, 꼬리"
303181,없음,앉기·무릎꿇기,정면,없음,금발,단색,보라,없음
303182,없음,앉기·무릎꿇기,정면,없음,금발,단색,보라,없음
303183,없음,앉기·무릎꿇기,정면,가슴,금발,브릿지,보라,없음
303190,없음,서기,정면,없음,은발·백발,단색,보라,없음
303191,없음,눕기,정면,다리·발,은발·백발,브릿지,보라,없음
303192,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,보라,없음
303200,없음,서기,정면,없음,은발·백발,단색,은색·회색,없음
303201,없음,기타,정면,없음,흑발,단색,은색·회색,없음
303210,없음,기타,정면,없음,은발·백발,그라데이션,보라,"동물귀, 꼬리, 날개"
304010,없음,서기,정면,없음,금발,단색,청색,없음
304011,없음,서기,정면,없음,금발,단색,청색,없음
304012,없음,눕기,정면,다리·발,금발,단색,청색,없음
304013,없음,서기,정면,없음,금발,단색,청색,없음
304014,없음,앉기·무릎꿇기,후면,엉덩이,금발,단색,청색,없음
304020,없음,서기,정면,없음,흑발,단색,금색,없음
304021,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,없음
304022,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,없음
304023,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,없음
304030,없음,서기,정면,없음,갈색,단색,적색,없음
304031,없음,서기,정면,없음,갈색,단색,적색,없음
304032,없음,서기,후면,없음,갈색,단색,적색,없음
304033,없음,앉기·무릎꿇기,정면,없음,갈색,단색,적색,없음
304040,없음,서기,정면,없음,보라,단색,보라,없음
304041,안경,서기,정면,없음,보라,단색,보라,뿔
304042,선글라스,서기,정면,없음,보라,단색,보라,없음
304043,없음,서기,정면,없음,보라,단색,보라,없음
304044,없음,앉기·무릎꿇기,정면,다리·발,보라,단색,보라,없음
304050,없음,서기,정면,없음,갈색,그라데이션,보라,"동물귀, 꼬리"
304051,없음,앉기·무릎꿇기,정면,없음,흑발,그라데이션,보라,"동물귀, 꼬리"
304052,없음,눕기,정면,없음,갈색,단색,보라,"동물귀, 꼬리"
304060,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,없음
304070,없음,앉기·무릎꿇기,정면,없음,갈색,단색,보라,"동물귀, 꼬리"
304080,없음,기타,정면,없음,금발,단색,청색,없음
305010,없음,앉기·무릎꿇기,정면,없음,흑발,단색,청색,동물귀
305011,없음,서기,정면,없음,흑발,단색,청색,동물귀
305012,없음,앉기·무릎꿇기,정면,없음,흑발,그라데이션,청색,동물귀
305018,없음,서기,정면,없음,흑발,단색,청색,"동물귀, 꼬리"
305019,없음,서기,정면,없음,흑발,단색,보라,동물귀
305020,없음,앉기·무릎꿇기,정면,없음,흑발,단색,보라,동물귀
305021,없음,기타,정면,없음,흑발,단색,보라,"동물귀, 꼬리"
305022,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,적색,없음
305023,없음,서기,정면,없음,흑발,단색,적색,"동물귀, 꼬리"
305025,없음,서기,정면,없음,흑발,단색,적색,"동물귀, 꼬리"
305026,없음,서기,정면,없음,흑발,단색,적색,"동물귀, 꼬리"
305028,없음,서기,정면,없음,흑발,단색,적색,없음
305029,없음,앉기·무릎꿇기,정면,없음,흑발,단색,적색,동물귀
305030,없음,서기,정면,없음,적발,단색,금색,"동물귀, 꼬리"
305039,없음,서기,정면,없음,적발,단색,적색,"동물귀, 꼬리"
305040,없음,서기,정면,없음,은발·백발,단색,금색,꼬리
305049,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,적색,"동물귀, 꼬리"
305050,없음,서기,정면,없음,흑발,단색,금색,없음
305051,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
305052,없음,엎드리기,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
305053,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,"동물귀, 꼬리"
305054,없음,앉기·무릎꿇기,정면,없음,흑발,브릿지,금색,동물귀
305055,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,동물귀
305058,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,동물귀
305060,없음,서기,정면,없음,흑발,단색,금색,동물귀
305061,없음,서기,정면,없음,흑발,단색,금색,동물귀
305062,없음,엎드리기,정면,엉덩이,흑발,단색,금색,"동물귀, 꼬리"
305070,없음,서기,정면,없음,은발·백발,단색,청색,동물귀
305080,없음,서기,정면,없음,은발·백발,단색,보라,꼬리
305081,선글라스,앉기·무릎꿇기,정면,없음,은발·백발,그라데이션,보라,없음
305082,없음,서기,후면,없음,은발·백발,단색,갈색,뿔
305100,없음,서기,정면,없음,보라,단색,보라,없음
305101,없음,눕기,정면,없음,흑발,브릿지,금색,없음
305102,없음,앉기·무릎꿇기,정면,다리·발,흑발,브릿지,금색,"꼬리, 동물귀"
305108,없음,서기,후면,없음,흑발,단색,금색,"동물귀, 꼬리"
305110,없음,서기,정면,없음,흑발,단색,금색,없음
305111,없음,서기,정면,없음,흑발,단색,금색,없음
305112,없음,서기,정면,없음,흑발,단색,금색,없음
305113,없음,앉기·무릎꿇기,후면,없음,흑발,단색,금색,없음
305114,없음,서기,정면,없음,흑발,단색,금색,없음
305115,없음,서기,후면,없음,갈색,단색,금색,없음
305118,없음,서기,정면,없음,흑발,단색,금색,없음
305120,없음,서기,정면,없음,흑발,그라데이션,청색,없음
305121,없음,앉기·무릎꿇기,정면,없음,흑발,단색,청색,동물귀
305130,없음,서기,정면,없음,금발,단색,금색,없음
305131,없음,앉기·무릎꿇기,후면,엉덩이,은발·백발,단색,금색,뿔
305132,없음,앉기·무릎꿇기,정면,없음,은발·백발,단색,금색,뿔
305140,없음,서기,정면,없음,흑발,그라데이션,보라,없음
305141,없음,앉기·무릎꿇기,정면,없음,흑발,단색,보라,뿔
305142,안경,서기,정면,없음,보라,그라데이션,보라,동물귀
305143,없음,서기,정면,없음,흑발,그라데이션,보라,없음
305160,없음,앉기·무릎꿇기,정면,없음,흑발,단색,적색,"동물귀, 꼬리"
305161,없음,엎드리기,후면,엉덩이,흑발,단색,적색,없음
305170,없음,앉기·무릎꿇기,정면,없음,흑발,단색,금색,꼬리
306010,없음,서기,정면,없음,은발·백발,단색,금색,없음
306020,없음,기타,정면,없음,보라,단색,분홍,뿔
306030,없음,서기,정면,없음,보라,단색,갈색,없음
306031,없음,앉기·무릎꿇기,정면,없음,보라,단색,갈색,없음
306040,없음,서기,정면,없음,흑발,단색,갈색,없음
306041,없음,서기,후면,없음,갈색,단색,갈색,없음
306050,없음,기타,정면,없음,은발·백발,단색,갈색,동물귀
306051,없음,기타,정면,없음,은발·백발,단색,갈색,동물귀
306059,없음,서기,정면,없음,은발·백발,단색,갈색,동물귀
306060,없음,서기,정면,없음,분홍,단색,녹색,"동물귀, 꼬리"
306061,없음,앉기·무릎꿇기,정면,없음,분홍,단색,녹색,없음
306062,없음,앉기·무릎꿇기,정면,없음,분홍,단색,녹색,뿔
306063,없음,앉기·무릎꿇기,정면,없음,분홍,단색,녹색,꼬리
306070,없음,서기,정면,없음,흑발,단색,보라,없음
306071,없음,앉기·무릎꿇기,정면,다리·발,흑발,단색,보라,동물귀
306080,없음,앉기·무릎꿇기,정면,없음,적발,단색,보라,없음
306081,없음,서기,후면,엉덩이,적발,단색,보라,없음
